site,lat,long,transect,distance_along_tape,point,quarter,species,distance_from_point,height,dbh,ba,cover,salinity,soil_water_content,soil_carbon_content,soil_bulk_density
Moreton,-27.31277,153.41026,1,80,P3,1,RS,1.49,5.91,6.53,33.44,100,36,0.46859,0.05928,0.64143
Moreton,-27.31277,153.41026,1,80,P3,2,RS,6.7,6.07,7.99,50.13,,,,,
Moreton,-27.31277,153.41026,1,80,P3,3,RS,0.69,5.03,5.51,23.82,,,,,
Moreton,-27.31277,153.41026,1,80,P3,4,RS,1.54,5.52,5.38,22.73,,,,,
Moreton,-27.31277,153.41026,1,115,P4,1,AM,2,6.49,9.36,68.78,56.32,36,0.23573,0.01605,1.26404
Moreton,-27.31277,153.41026,1,115,P4,2,RS,2.55,5.06,9.52,71.14,,,,,
Moreton,-27.31277,153.41026,1,115,P4,3,RS,5.53,4.09,4.65,16.96,,,,,
Moreton,-27.31277,153.41026,1,115,P4,4,RS,1.14,2.78,3.31,8.61,,,,,
Moreton,-27.31277,153.41026,1,185,P5,1,AM,1.59,4.42,6.84,36.78,97.92,36,0.25787,0.01138,1.15909
Moreton,-27.31277,153.41026,1,185,P5,2,AM,1.48,3.54,3.37,8.94,,,,,
Moreton,-27.31277,153.41026,1,185,P5,3,RS,6.32,2.87,3.31,8.61,,,,,
Moreton,-27.31277,153.41026,1,185,P5,4,AM,3.86,5.6,12.74,127.54,,,,,
Moreton,-27.31277,153.41026,1,220,P6,1,AM,9.06,4.77,6.93,37.75,0.16,36,0.27512,0.00381,1.14201
Moreton,-27.31277,153.41026,1,220,P6,2,RS,9.93,1.89,2.93,6.74,,,,,
Moreton,-27.31277,153.41026,1,220,P6,3,AM,14.02,6.74,13.95,152.78,,,,,
Moreton,-27.31277,153.41026,1,220,P6,4,AM,7.43,4.09,6.78,36.1,,,,,
Moreton,-27.31277,153.41026,2,15,P1,1,RS,0.88,1.93,4.23,14.08,70.88,4,0.81055,0.30271,0.13668
Moreton,-27.31277,153.41026,2,15,P1,2,RS,1.68,3.71,2.9,6.59,,,,,
Moreton,-27.31277,153.41026,2,15,P1,3,RS,2.42,4.13,7.38,42.83,,,,,
Moreton,-27.31277,153.41026,2,15,P1,4,AM,2.61,4.08,6.18,29.95,,,,,
Moreton,-27.31277,153.41026,2,30,P2,1,AM,4.09,3.33,5.4,22.86,0.16,35,0.73902,0.24891,0.2394
Moreton,-27.31277,153.41026,2,30,P2,2,AM,5.64,2.39,2.67,5.61,,,,,
Moreton,-27.31277,153.41026,2,30,P2,3,AM,3.18,3.91,5.16,20.88,,,,,
Moreton,-27.31277,153.41026,2,30,P2,4,AM,2.78,5.93,4.58,16.5,,,,,
Moreton,-27.31277,153.41026,2,70,P3,1,AM,1.71,8.8,6.21,30.26,91.68,36,0.48881,0.06934,0.69227
Moreton,-27.31277,153.41026,2,70,P3,2,AM,0.82,7.5,11.62,106.02,,,,,
Moreton,-27.31277,153.41026,2,70,P3,3,AM,1.44,6.24,6.18,29.95,,,,,
Moreton,-27.31277,153.41026,2,70,P3,4,AM,1.6,2.53,2.58,5.22,,,,,
Moreton,-27.31277,153.41026,2,110,P4,1,AM,0.54,6.72,12.29,118.57,97.92,37,0.46156,0.05167,0.68571
Moreton,-27.31277,153.41026,2,110,P4,2,AM,1.04,2.26,2.55,5.09,,,,,
Moreton,-27.31277,153.41026,2,110,P4,3,RS,4.25,8.5,13.27,138.38,,,,,
Moreton,-27.31277,153.41026,2,110,P4,4,AM,1.45,2.09,7.99,50.13,,,,,
Moreton,-27.31277,153.41026,2,214,P5,1,AM,11.2,4.44,9.42,69.72,0.16,36,0.23257,0.00588,1.21615
Moreton,-27.31277,153.41026,2,214,P5,2,AM,12.55,5.81,15.45,187.38,,,,,
Moreton,-27.31277,153.41026,2,214,P5,3,AM,8.49,1.84,2.96,6.88,,,,,
Moreton,-27.31277,153.41026,2,214,P5,4,AM,5.75,4.19,5.76,26.07,,,,,
Moreton,-27.31277,153.41026,2,230,P6,1,AM,4.96,3.78,6.87,37.06,4.32,37,0.24214,0.00567,1.08095
Moreton,-27.31277,153.41026,2,230,P6,2,AM,9.86,4.43,6.8,36.27,,,,,
Moreton,-27.31277,153.41026,2,230,P6,3,AM,7.97,2.21,6.19,30.1,,,,,
Moreton,-27.31277,153.41026,2,230,P6,4,AM,13.62,3.06,6.8,36.33,,,,,
Moreton,-27.31277,153.41026,3,10,P1,1,AM,1.92,5.47,4.97,19.37,100,5,0.83385,0.45362,0.13447
Moreton,-27.31277,153.41026,3,10,P1,2,AM,3.76,5.96,11.46,103.13,,,,,
Moreton,-27.31277,153.41026,3,10,P1,3,AM,1.43,3.84,4.39,15.15,,,,,
Moreton,-27.31277,153.41026,3,10,P1,4,AM,0.57,7.37,13.34,139.71,,,,,
Moreton,-27.31277,153.41026,3,35,P2,1,AM,6.34,4.49,5.98,28.13,11.6,35,0.45737,0.03834,0.61098
Moreton,-27.31277,153.41026,3,35,P2,2,AM,1.95,3.31,5.12,20.63,,,,,
Moreton,-27.31277,153.41026,3,35,P2,3,AM,4.14,2.77,3.69,10.71,,,,,
Moreton,-27.31277,153.41026,3,35,P2,4,AM,7.76,3.05,4.5,15.93,,,,,
Moreton,-27.31277,153.41026,3,85,P3,1,AM,2.83,6.85,7.19,40.64,94.8,37,0.59686,0.12907,0.42375
Moreton,-27.31277,153.41026,3,85,P3,2,RS,3.32,3.27,3.18,7.96,,,,,
Moreton,-27.31277,153.41026,3,85,P3,3,AM,1.24,4.81,5.19,21.14,,,,,
Moreton,-27.31277,153.41026,3,85,P3,4,RS,2.8,3.03,2.9,6.59,,,,,
Moreton,-27.31277,153.41026,3,185,P4,1,AM,2.56,3.27,6.94,37.82,100,36,0.28004,0.01865,0.97757
Moreton,-27.31277,153.41026,3,185,P4,2,AM,6.71,8,10.96,94.29,,,,,
Moreton,-27.31277,153.41026,3,185,P4,3,AM,5.39,4.37,12.92,131.17,,,,,
Moreton,-27.31277,153.41026,3,185,P4,4,RS,7.29,2.74,2.93,6.74,,,,,
Moreton,-27.31277,153.41026,3,225,P5,1,RS,9.03,1.74,2.58,5.22,12.64,36,0.19408,0.00315,1.31221
Moreton,-27.31277,153.41026,3,225,P5,2,AM,3.21,1.95,3.06,7.33,,,,,
Moreton,-27.31277,153.41026,3,225,P5,3,AM,3.84,2.08,2.93,6.74,,,,,
Moreton,-27.31277,153.41026,3,225,P5,4,AM,8.06,2.2,5.32,22.19,,,,,
Moreton,-27.31277,153.41026,3,255,P6,1,AM,17.08,2.47,7.72,46.8,0.16,36,0.23669,0.00338,1.18487
Moreton,-27.31277,153.41026,3,255,P6,2,AM,21.32,1.41,6.1,29.23,,,,,
Moreton,-27.31277,153.41026,3,255,P6,3,AM,6.69,3.11,6.9,37.36,,,,,
Moreton,-27.31277,153.41026,3,255,P6,4,AM,3.45,1.88,3.92,12.04,,,,,
Moreton,-27.31277,153.41026,4,15,P1,1,AM,0.93,8.8,19.7,304.91,100,0,0.82626,0.51566,0.15035
Moreton,-27.31277,153.41026,4,15,P1,2,AM,2.41,2.19,7.38,42.83,,,,,
Moreton,-27.31277,153.41026,4,15,P1,3,AM,2.31,5.61,3.21,8.12,,,,,
Moreton,-27.31277,153.41026,4,15,P1,4,AM,1.92,5.32,5.16,20.88,,,,,
Moreton,-27.31277,153.41026,4,25,P2,1,AM,1.18,2.97,3.06,7.33,97.92,7,0.83985,0.47587,0.11764
Moreton,-27.31277,153.41026,4,25,P2,2,RS,1.87,3,2.2,3.79,,,,,
Moreton,-27.31277,153.41026,4,25,P2,3,AM,2.05,2.07,3.34,8.77,,,,,
Moreton,-27.31277,153.41026,4,25,P2,4,AM,1.54,3.83,4.71,17.43,,,,,
Moreton,-27.31277,153.41026,4,75,P3,1,AM,4.89,6.94,5.28,21.93,92.72,36,0.478,0.06534,0.6298
Moreton,-27.31277,153.41026,4,75,P3,2,RS,4.13,3.85,4.36,14.94,,,,,
Moreton,-27.31277,153.41026,4,75,P3,3,AM,3.26,8,12.64,125.42,,,,,
Moreton,-27.31277,153.41026,4,75,P3,4,AM,0.95,2.79,2.58,5.22,,,,,
Moreton,-27.31277,153.41026,4,115,P4,1,RS,2.74,7.5,13.4,141.04,97.92,37,0.48445,0.06405,0.66856
Moreton,-27.31277,153.41026,4,115,P4,2,AM,2.66,6.58,11.25,99.44,,,,,
Moreton,-27.31277,153.41026,4,115,P4,3,AM,4.45,2.81,3.82,11.46,,,,,
Moreton,-27.31277,153.41026,4,115,P4,4,AM,0.97,5.76,5.09,20.37,,,,,
Moreton,-27.31277,153.41026,4,215,P5,1,AM,11.59,1.39,3.69,10.71,100,37,0.13909,0.00425,1.19356
Moreton,-27.31277,153.41026,4,215,P5,2,AM,3.82,1.49,3.02,7.18,,,,,
Moreton,-27.31277,153.41026,4,215,P5,3,AM,3.32,6.07,9.6,72.34,,,,,
Moreton,-27.31277,153.41026,4,215,P5,4,AM,12.09,5.67,9.59,72.19,,,,,
Moreton,-27.31277,153.41026,4,240,P6,1,AM,17.6,1.68,4.38,15.05,8.48,37,0.27996,0.00398,1.23545
Moreton,-27.31277,153.41026,4,240,P6,2,AM,6.2,1.55,3.06,7.33,,,,,
Moreton,-27.31277,153.41026,4,240,P6,3,AM,1.06,2.91,3.95,12.24,,,,,
Moreton,-27.31277,153.41026,4,240,P6,4,AM,17.75,3.29,4.56,16.36,,,,,
Moreton,-27.31277,153.41026,5,11,P1,1,AM,0.75,8.5,19,283.62,98.96,7,0.79371,0.43076,0.18669
Moreton,-27.31277,153.41026,5,11,P1,2,AM,1.06,3.42,2.8,6.16,,,,,
Moreton,-27.31277,153.41026,5,11,P1,3,AM,1.25,3.25,2.55,5.09,,,,,
Moreton,-27.31277,153.41026,5,11,P1,4,RS,1.03,4.96,5.7,25.5,,,,,
Moreton,-27.31277,153.41026,5,31,P2,1,RS,5.96,3.56,5.44,23.27,53.2,36,0.84342,0.44239,0.13549
Moreton,-27.31277,153.41026,5,31,P2,2,AM,2.52,4.13,6.92,37.65,,,,,
Moreton,-27.31277,153.41026,5,31,P2,3,RS,11.58,3.86,3.88,11.84,,,,,
Moreton,-27.31277,153.41026,5,31,P2,4,RS,2.28,3.42,5.03,19.87,,,,,
Moreton,-27.31277,153.41026,5,117,P3,1,RS,4.06,4.74,6.21,30.26,93.76,37,0.47373,0.05168,0.60344
Moreton,-27.31277,153.41026,5,117,P3,2,AM,0.63,4.87,4.17,13.66,,,,,
Moreton,-27.31277,153.41026,5,117,P3,3,AM,3.79,5.89,11.36,101.42,,,,,
Moreton,-27.31277,153.41026,5,117,P3,4,AM,4.61,5.98,11.3,100.29,,,,,
Moreton,-27.31277,153.41026,5,197,P4,1,AM,3.64,8,14.51,165.35,94.8,38,0.4728,0.04134,0.75266
Moreton,-27.31277,153.41026,5,197,P4,2,AM,3.19,8.5,14.9,174.29,,,,,
Moreton,-27.31277,153.41026,5,197,P4,3,AM,6.51,5.27,9.04,64.18,,,,,
Moreton,-27.31277,153.41026,5,197,P4,4,AM,6.26,8.8,17.04,228.11,,,,,
Moreton,-27.31277,153.41026,5,257,P5,1,AM,15.12,1.97,6.09,29.13,25.12,37,0.22473,0.00294,1.32617
Moreton,-27.31277,153.41026,5,257,P5,2,AM,10.22,2.69,8.97,63.17,,,,,
Moreton,-27.31277,153.41026,5,257,P5,3,AM,2.05,5.5,2.96,6.88,,,,,
Moreton,-27.31277,153.41026,5,257,P5,4,AM,8.2,3.15,8.49,56.57,,,,,
Moreton,-27.31277,153.41026,5,277,P6,1,AM,5.09,3.51,4.01,12.63,0.16,37,0.20875,0.00423,1.31654
Moreton,-27.31277,153.41026,5,277,P6,2,AM,3.55,4.17,10.36,84.31,,,,,
Moreton,-27.31277,153.41026,5,277,P6,3,AM,17.87,2.36,12.03,113.7,,,,,
Moreton,-27.31277,153.41026,5,277,P6,4,AM,22.08,4.25,5.3,22.06,,,,,
Moreton,-27.31277,153.41026,6,13,P1,1,AM,1.23,3.94,3.72,10.89,95.84,11,0.82357,0.37469,0.17979
Moreton,-27.31277,153.41026,6,13,P1,2,AM,1.96,8.5,16.46,212.7,,,,,
Moreton,-27.31277,153.41026,6,13,P1,3,RS,1.95,3.37,3.34,8.77,,,,,
Moreton,-27.31277,153.41026,6,13,P1,4,AM,1.11,3.82,9.2,66.46,,,,,
Moreton,-27.31277,153.41026,6,33,P2,1,AM,4.06,4.03,5.7,25.5,86.48,35,0.40846,0.02603,0.71183
Moreton,-27.31277,153.41026,6,33,P2,2,AM,5.43,2.31,2.58,5.22,,,,,
Moreton,-27.31277,153.41026,6,33,P2,3,AM,1.29,3.68,6.21,30.26,,,,,
Moreton,-27.31277,153.41026,6,33,P2,4,AM,3.29,4.51,9.47,70.43,,,,,
Moreton,-27.31277,153.41026,6,100,P3,1,AM,2.22,7.8,12.81,128.92,100,37,0.3809,0.03326,0.8477
Moreton,-27.31277,153.41026,6,100,P3,2,RS,3.97,3.23,4.01,12.63,,,,,
Moreton,-27.31277,153.41026,6,100,P3,3,RS,3.92,4.96,6.24,30.57,,,,,
Moreton,-27.31277,153.41026,6,100,P3,4,RS,1.82,5.33,9.14,65.55,,,,,
Moreton,-27.31277,153.41026,6,180,P4,1,RS,3.04,4.69,4.71,17.43,100,37,0.35679,0.02822,0.84613
Moreton,-27.31277,153.41026,6,180,P4,2,RS,5.43,4.15,6.65,34.76,,,,,
Moreton,-27.31277,153.41026,6,180,P4,3,AM,2.56,8,12.82,129.06,,,,,
Moreton,-27.31277,153.41026,6,180,P4,4,RS,6.12,4.63,6.56,33.77,,,,,
Moreton,-27.31277,153.41026,6,250,P5,1,AM,2.5,5.58,5.78,26.21,86.48,37,0.24884,0.01146,0.98135
Moreton,-27.31277,153.41026,6,250,P5,2,AM,2.08,3.82,3.98,12.43,,,,,
Moreton,-27.31277,153.41026,6,250,P5,3,RS,4.69,2.71,3.76,11.08,,,,,
Moreton,-27.31277,153.41026,6,250,P5,4,AM,5.47,2.82,2.72,5.82,,,,,
Moreton,-27.31277,153.41026,6,275,P6,1,RS,3.16,3.74,4.9,18.87,88.56,38,0.23523,0.00564,1.20557
Moreton,-27.31277,153.41026,6,275,P6,2,AM,1.1,2.71,2.61,5.35,,,,,
Moreton,-27.31277,153.41026,6,275,P6,3,AM,5.56,2.6,3.66,10.52,,,,,
Moreton,-27.31277,153.41026,6,275,P6,4,RS,7.14,2.68,2.55,5.09,,,,,
Moreton,-27.31277,153.41026,7,12,P1,1,AM,2.03,8,11.84,110.12,97.92,5,0.87778,0.53333,0.09375
Moreton,-27.31277,153.41026,7,12,P1,2,RS,2.64,4.45,5.35,22.46,,,,,
Moreton,-27.31277,153.41026,7,12,P1,3,AM,2.93,7.26,9.49,70.67,,,,,
Moreton,-27.31277,153.41026,7,12,P1,4,RS,2.42,3.8,4.2,13.87,,,,,
Moreton,-27.31277,153.41026,7,48,P2,1,AM,2.09,3.09,3.98,12.43,81.28,35,0.46165,0.01943,0.55998
Moreton,-27.31277,153.41026,7,48,P2,2,AM,1.57,3.42,3.07,7.41,,,,,
Moreton,-27.31277,153.41026,7,48,P2,3,AM,4.59,2.36,4.04,12.84,,,,,
Moreton,-27.31277,153.41026,7,48,P2,4,AM,1.6,3.98,3.82,11.46,,,,,
Moreton,-27.31277,153.41026,7,95,P3,1,AM,3.07,3.18,4.73,17.55,85.44,38,0.27964,0.01933,1.00064
Moreton,-27.31277,153.41026,7,95,P3,2,RS,4.38,3.03,2.74,5.89,,,,,
Moreton,-27.31277,153.41026,7,95,P3,3,RS,5.96,2.96,2.64,5.48,,,,,
Moreton,-27.31277,153.41026,7,95,P3,4,AM,6.44,4.74,10.38,84.57,,,,,
Moreton,-27.31277,153.41026,7,200,P4,1,AM,0.39,4.97,4.49,15.82,97.92,36,0.45575,0.03764,0.59824
Moreton,-27.31277,153.41026,7,200,P4,2,RS,1.64,2.58,2.58,5.22,,,,,
Moreton,-27.31277,153.41026,7,200,P4,3,AM,0.26,4.76,6.03,28.58,,,,,
Moreton,-27.31277,153.41026,7,200,P4,4,AM,2.86,4.97,5.12,20.63,,,,,
Moreton,-27.31277,153.41026,7,265,P5,1,AM,1.86,3.66,6.3,31.2,97.92,39,0.34549,0.02489,0.97565
Moreton,-27.31277,153.41026,7,265,P5,2,AM,1.38,3.36,5.98,28.13,,,,,
Moreton,-27.31277,153.41026,7,265,P5,3,AM,2.22,3.38,4.42,15.38,,,,,
Moreton,-27.31277,153.41026,7,265,P5,4,AM,5.24,4.09,5.38,22.73,,,,,
Moreton,-27.31277,153.41026,7,280,P6,1,AM,4.56,8.5,16.32,209.22,100,38,0.29397,0.00614,1.17034
Moreton,-27.31277,153.41026,7,280,P6,2,AM,7,7,11.02,95.42,,,,,
Moreton,-27.31277,153.41026,7,280,P6,3,AM,8.27,6.78,14.24,159.24,,,,,
Moreton,-27.31277,153.41026,7,280,P6,4,AM,4.12,2.79,6.18,29.95,,,,,
Moreton,-27.31277,153.41026,8,25,P1,1,RS,2.63,1.75,3.57,9.98,81.28,35,0.42406,0.06045,0.67633
Moreton,-27.31277,153.41026,8,25,P1,2,RS,4.24,1.92,3.37,8.94,,,,,
Moreton,-27.31277,153.41026,8,25,P1,3,AM,0.8,6.62,9.33,68.32,,,,,
Moreton,-27.31277,153.41026,8,25,P1,4,RS,3.25,3.4,5.35,22.46,,,,,
Moreton,-27.31277,153.41026,8,50,P2,1,AM,2.34,2.29,3.34,8.77,76.08,36,0.39492,0.02834,0.81908
Moreton,-27.31277,153.41026,8,50,P2,2,RS,6.07,3.36,3.47,9.45,,,,,
Moreton,-27.31277,153.41026,8,50,P2,3,AM,6.41,2.56,6.11,29.34,,,,,
Moreton,-27.31277,153.41026,8,50,P2,4,AM,1.92,3.27,2.99,7.03,,,,,
Moreton,-27.31277,153.41026,8,100,P3,1,RS,2.29,3.93,9.96,77.96,100,37,0.47918,0.06476,0.79993
Moreton,-27.31277,153.41026,8,100,P3,2,RS,0.75,3.18,2.74,5.89,,,,,
Moreton,-27.31277,153.41026,8,100,P3,3,AM,2.24,6.15,13.94,152.66,,,,,
Moreton,-27.31277,153.41026,8,100,P3,4,RS,2.52,3.5,3.57,9.98,,,,,
Moreton,-27.31277,153.41026,8,200,P4,1,RS,1.95,3.74,3.98,12.43,97.92,38,0.392,0.03165,0.78422
Moreton,-27.31277,153.41026,8,200,P4,2,RS,6.53,4.56,5.12,20.63,,,,,
Moreton,-27.31277,153.41026,8,200,P4,3,RS,3.77,4.4,5.35,22.46,,,,,
Moreton,-27.31277,153.41026,8,200,P4,4,AM,3.48,8,15.69,193.41,,,,,
Moreton,-27.31277,153.41026,8,245,P5,1,AM,4.46,3.22,5.93,27.63,0.16,37,0.23262,0.0038,1.20672
Moreton,-27.31277,153.41026,8,245,P5,2,AM,6.37,2.64,3.18,7.96,,,,,
Moreton,-27.31277,153.41026,8,245,P5,3,AM,9.53,2.83,3.76,11.08,,,,,
Moreton,-27.31277,153.41026,8,245,P5,4,AM,8.78,3.84,8.17,52.38,,,,,
Moreton,-27.31277,153.41026,8,275,P6,1,AM,38.73,3.07,5.28,21.93,0.16,37,0.25984,0.00516,1.17724
Moreton,-27.31277,153.41026,8,275,P6,2,AM,12.9,3.37,4.84,18.39,,,,,
Moreton,-27.31277,153.41026,8,275,P6,3,AM,18.57,5.83,10.98,94.63,,,,,
Moreton,-27.31277,153.41026,8,275,P6,4,AM,9.24,4.07,4.7,17.34,,,,,
Moreton,-27.31277,153.41026,9,28,P1,1,AM,1.95,5.96,13.85,150.58,97.92,40,0.68869,0.26846,0.3228
Moreton,-27.31277,153.41026,9,28,P1,2,AM,1.43,6.43,10.68,89.63,,,,,
Moreton,-27.31277,153.41026,9,28,P1,3,AM,2.08,3.44,2.71,5.75,,,,,
Moreton,-27.31277,153.41026,9,28,P1,4,RS,1.53,3.75,4.11,13.24,,,,,
Moreton,-27.31277,153.41026,9,53,P2,1,AM,1.58,5.46,6.24,30.57,66.72,39,0.77927,0.40672,0.19853
Moreton,-27.31277,153.41026,9,53,P2,2,AM,1.36,3.78,3.5,9.63,,,,,
Moreton,-27.31277,153.41026,9,53,P2,3,RS,6.58,4.8,7.1,39.57,,,,,
Moreton,-27.31277,153.41026,9,53,P2,4,AM,2.31,2.59,2.94,6.81,,,,,
Moreton,-27.31277,153.41026,9,147,P3,1,AM,4.79,4.45,3.01,7.11,100,38,0.36179,0.04002,0.90353
Moreton,-27.31277,153.41026,9,147,P3,2,AM,2.67,4.98,11.49,103.71,,,,,
Moreton,-27.31277,153.41026,9,147,P3,3,AM,2.4,6.88,17.83,249.55,,,,,
Moreton,-27.31277,153.41026,9,147,P3,4,AM,2.59,6.5,11.01,95.27,,,,,
Moreton,-27.31277,153.41026,9,153,P4,1,AM,0.82,5.15,5.11,20.5,100,38,0.48986,0.0589,0.54994
Moreton,-27.31277,153.41026,9,153,P4,2,RS,0.65,3.38,3.28,8.44,,,,,
Moreton,-27.31277,153.41026,9,153,P4,3,AM,1.46,5.62,7.8,47.77,,,,,
Moreton,-27.31277,153.41026,9,153,P4,4,AM,3.4,5.17,4.27,14.29,,,,,
Moreton,-27.31277,153.41026,9,263,P5,1,AM,19.34,1.58,4.6,16.62,2.24,37,0.28754,0.01208,1.26239
Moreton,-27.31277,153.41026,9,263,P5,2,AM,18,1.47,4.77,17.9,,,,,
Moreton,-27.31277,153.41026,9,263,P5,3,AM,13.98,6.2,12.52,123.12,,,,,
Moreton,-27.31277,153.41026,9,263,P5,4,AM,7.52,5.38,8.88,61.88,,,,,
Moreton,-27.31277,153.41026,9,308,P6,1,AM,30.16,2.91,5.78,26.21,0.16,37,0.3188,0.00542,1.03511
Moreton,-27.31277,153.41026,9,308,P6,2,AM,28.04,2.11,5.35,22.46,,,,,
Moreton,-27.31277,153.41026,9,308,P6,3,AM,12.4,3.94,7.48,43.95,,,,,
Moreton,-27.31277,153.41026,9,308,P6,4,AM,37.24,1.44,5.92,27.53,,,,,
Moreton,-27.31277,153.41026,10,19,P1,1,AM,4.97,8,23.78,444.05,96.88,26,0.26981,0.02104,1.09953
Moreton,-27.31277,153.41026,10,19,P1,2,AM,3.05,6.35,9.01,63.73,,,,,
Moreton,-27.31277,153.41026,10,19,P1,3,RS,2.19,3.6,3.79,11.27,,,,,
Moreton,-27.31277,153.41026,10,19,P1,4,AM,4.77,7.3,34.63,941.99,,,,,
Moreton,-27.31277,153.41026,10,49,P2,1,AM,2.19,5.97,11.3,100.29,94.8,40,0.55485,0.09107,0.33432
Moreton,-27.31277,153.41026,10,49,P2,2,AM,0.57,6.21,8.17,52.42,,,,,
Moreton,-27.31277,153.41026,10,49,P2,3,AM,1.55,3.97,2.9,6.59,,,,,
Moreton,-27.31277,153.41026,10,49,P2,4,RS,1.62,3.27,3.5,9.63,,,,,
Moreton,-27.31277,153.41026,10,96,P3,1,RS,2.66,2.04,3.76,11.08,84.4,40,0.37999,0.02757,0.83213
Moreton,-27.31277,153.41026,10,96,P3,2,RS,5.12,2.85,5.19,21.14,,,,,
Moreton,-27.31277,153.41026,10,96,P3,3,RS,1.35,1.98,2.55,5.09,,,,,
Moreton,-27.31277,153.41026,10,96,P3,4,RS,5.42,1.62,2.67,5.61,,,,,
Moreton,-27.31277,153.41026,10,196,P4,1,AM,5.48,5.84,4.97,19.37,92.72,39,0.46117,0.05671,0.61909
Moreton,-27.31277,153.41026,10,196,P4,2,AM,2.27,6.49,10.8,91.56,,,,,
Moreton,-27.31277,153.41026,10,196,P4,3,AM,4.33,2.78,2.71,5.75,,,,,
Moreton,-27.31277,153.41026,10,196,P4,4,AM,5.56,7,13.66,146.46,,,,,
Moreton,-27.31277,153.41026,10,261,P5,1,AM,3.39,4.97,9.33,68.43,96.88,39,0.29291,0.0259,1.06451
Moreton,-27.31277,153.41026,10,261,P5,2,RS,4.27,2.54,2.8,6.16,,,,,
Moreton,-27.31277,153.41026,10,261,P5,3,AM,7.85,3.05,3.82,11.46,,,,,
Moreton,-27.31277,153.41026,10,261,P5,4,RS,6.27,3.58,6.72,35.43,,,,,
Moreton,-27.31277,153.41026,10,271,P6,1,AM,10.64,3.02,2.48,4.84,1.2,37,0.29864,0.00755,1.15956
Moreton,-27.31277,153.41026,10,271,P6,2,AM,3.06,0.83,3.5,9.63,,,,,
Moreton,-27.31277,153.41026,10,271,P6,3,RS,5.42,3.74,6.27,30.88,,,,,
Moreton,-27.31277,153.41026,10,271,P6,4,AM,6.75,1.76,3.06,7.33,,,,,
Bribie,-26.85072,153.12602,1,20,P1,1,CA,1.68,2.7,3.15,7.8,60,51,0.77049,0.51913,0.17462
Bribie,-26.85072,153.12602,1,20,P1,2,CA,0.81,2.09,2.56,5.16,,,,,
Bribie,-26.85072,153.12602,1,20,P1,3,AM,0.81,4.12,5.49,23.68,,,,,
Bribie,-26.85072,153.12602,1,20,P1,4,AM,1.65,4.21,8.09,51.34,,,,,
Bribie,-26.85072,153.12602,1,40,P2,1,CA,2.41,1.59,2.9,6.59,5,52,0.78475,0.35815,0.19102
Bribie,-26.85072,153.12602,1,40,P2,2,AM,5.08,4.17,8.75,60.18,,,,,
Bribie,-26.85072,153.12602,1,40,P2,3,CA,2.1,1.64,2.71,5.75,,,,,
Bribie,-26.85072,153.12602,1,40,P2,4,CA,1.75,1.35,2.83,6.3,,,,,
Bribie,-26.85072,153.12602,1,75,P3,1,CA,0.87,2.52,2.93,6.74,75,54,0.70045,0.35345,0.27721
Bribie,-26.85072,153.12602,1,75,P3,2,CA,0.63,2.25,2.61,5.35,,,,,
Bribie,-26.85072,153.12602,1,75,P3,3,AM,0.67,3.6,4.97,19.37,,,,,
Bribie,-26.85072,153.12602,1,75,P3,4,CA,0.61,2.18,2.64,5.48,,,,,
Bribie,-26.85072,153.12602,1,90,P4,1,AM,1.03,1.82,3.85,11.65,80,50,0.67489,0.28125,0.30627
Bribie,-26.85072,153.12602,1,90,P4,2,CA,2.25,2.45,2.8,6.16,,,,,
Bribie,-26.85072,153.12602,1,90,P4,3,CA,0.7,2.86,3.5,9.63,,,,,
Bribie,-26.85072,153.12602,1,90,P4,4,AM,1.55,3.42,5.7,25.5,,,,,
Bribie,-26.85072,153.12602,1,115,P5,1,AM,0.21,4.32,9.14,65.55,65,51,0.59308,0.18846,0.51505
Bribie,-26.85072,153.12602,1,115,P5,2,CA,1.87,3.21,3.74,10.99,,,,,
Bribie,-26.85072,153.12602,1,115,P5,3,AM,1.47,3.65,5.63,24.93,,,,,
Bribie,-26.85072,153.12602,1,115,P5,4,RS,1.36,2.4,2.61,5.35,,,,,
Bribie,-26.85072,153.12602,1,135,P6,1,AM,0.57,4.26,3.53,9.8,75,42,0.64405,0.1765,0.35641
Bribie,-26.85072,153.12602,1,135,P6,2,AM,1.43,5.07,8.63,58.44,,,,,
Bribie,-26.85072,153.12602,1,135,P6,3,AM,1.78,5.35,6.14,29.64,,,,,
Bribie,-26.85072,153.12602,1,135,P6,4,AM,2.69,4.66,7.69,46.48,,,,,
Bribie,-26.85072,153.12602,2,15,P1,1,AM,0.74,1.61,2.99,7.03,40,62,0.80812,0.48557,0.17571
Bribie,-26.85072,153.12602,2,15,P1,2,AM,1.68,3.98,7.76,47.25,,,,,
Bribie,-26.85072,153.12602,2,15,P1,3,AM,5.21,4.6,9.26,67.39,,,,,
Bribie,-26.85072,153.12602,2,15,P1,4,AM,2.43,1.74,3.72,10.89,,,,,
Bribie,-26.85072,153.12602,2,37,P2,1,AM,2.38,4.72,13.57,144.64,50,68,0.74203,0.36003,0.27956
Bribie,-26.85072,153.12602,2,37,P2,2,AM,3.54,2.11,2.93,6.74,,,,,
Bribie,-26.85072,153.12602,2,37,P2,3,AM,3.48,2.16,2.96,6.88,,,,,
Bribie,-26.85072,153.12602,2,37,P2,4,AM,5.28,2.34,5.12,20.63,,,,,
